event_id,timestamp,user_id,user_name,department,platform,file_accessed,time_gap_sec,activity_rate_per_hr,ewma_previous,ewma_new,ewma_deviation,ewma_anomaly_flagged,lstm_score,isolation_forest_score,hybrid_anomaly_score,hybrid_anomaly_flagged,pii_sensitivity_score,sbrs_value,sbrs_category,base_action,hybrid_action,is_true_threat,ewma_correct,hybrid_correct
ANOM-15093,2026-04-20 20:00:00,USR030,Anthony Rodriguez,Sales,Google Drive,salary_band_73.png,3600,1.0,4.741,3.619,-0.7891,False,0.0,0.0,0.0,False,70,0.7,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15104,2026-04-21 07:00:00,USR030,Anthony Rodriguez,Sales,Google Drive,logo_pack_49.pdf,39600,1.0,3.619,2.8333,-0.7237,False,0.0,0.267,0.2002,False,0,0.0,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15105,2026-04-21 08:00:00,USR030,Anthony Rodriguez,Sales,Google Drive,salary_band_03.png,3600,2.0,2.833,2.5833,-0.2941,False,0.0,0.0112,0.0084,False,53,0.5411,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15106,2026-04-21 09:00:00,USR030,Anthony Rodriguez,Sales,Google Drive,roadmap_20.xlsx,3600,12.0,2.583,5.4083,3.6452,True,0.0,0.151,0.1132,False,24,0.3079,SAFE,BLOCK,PERMIT,False,False,True
ANOM-15107,2026-04-21 10:00:00,USR030,Anthony Rodriguez,Sales,Google Drive,roadmap_91.png,3600,3.0,5.408,4.6858,-0.4453,False,0.0,0.0,0.0,False,20,0.2,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15108,2026-04-21 11:00:00,USR030,Anthony Rodriguez,Sales,Google Drive,team_sync_80.docx,3600,6.0,4.686,5.0801,0.2805,False,0.0,0.0,0.0,False,30,0.3,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15109,2026-04-21 12:00:00,USR030,Anthony Rodriguez,Sales,Google Drive,brochure_37.csv,3600,13.0,5.08,7.4561,1.559,False,0.0,0.2932,0.2199,False,15,0.2325,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15110,2026-04-21 13:00:00,USR030,Anthony Rodriguez,Sales,Google Drive,logo_pack_16.xlsx,3600,5.0,7.456,6.7192,-0.3294,False,0.0,0.3427,0.257,False,7,0.115,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15111,2026-04-21 14:00:00,USR030,Anthony Rodriguez,Sales,Google Drive,team_sync_64.pdf,3600,8.0,6.719,7.1035,0.1906,False,0.0,0.0,0.0,False,30,0.3,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15112,2026-04-21 15:00:00,USR030,Anthony Rodriguez,Sales,Google Drive,logo_pack_33.csv,3600,7.0,7.103,7.0724,-0.0146,False,0.0,0.335,0.2513,False,11,0.1791,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15113,2026-04-21 16:00:00,USR030,Anthony Rodriguez,Sales,Google Drive,press_release_39.pdf,3600,7.0,7.072,7.0507,-0.0102,False,0.0,0.2809,0.2107,False,0,0.0,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15114,2026-04-21 17:00:00,USR030,Anthony Rodriguez,Sales,Google Drive,team_sync_32.docx,3600,19.0,7.051,10.6355,1.6948,False,0.0211,0.3925,0.2996,False,18,0.3148,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15115,2026-04-21 18:00:00,USR030,Anthony Rodriguez,Sales,Google Drive,sprint_notes_70.xlsx,3600,4.0,10.635,8.6448,-0.6239,False,0.0,0.0,0.0,False,42,0.42,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15117,2026-04-21 20:00:00,USR030,Anthony Rodriguez,Sales,Google Drive,salary_band_08.png,7200,2.0,8.645,6.6514,-0.7686,False,0.0,0.0,0.0,False,51,0.51,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15119,2026-04-21 22:00:00,USR030,Anthony Rodriguez,Sales,Google Drive,public_faq_45.docx,7200,1.0,6.651,4.956,-0.8497,False,0.007,0.3373,0.2547,False,11,0.18,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15550,2026-04-18 21:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,financials_q_58.pdf,7200,3.0,1.434,1.9037,1.0923,False,0.0188,0.0,0.0047,False,52,0.5261,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15551,2026-04-18 22:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,vendor_contract_40.docx,3600,1.0,1.904,1.6326,-0.4747,False,0.0343,0.0,0.0086,False,65,0.664,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15555,2026-04-19 02:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,roadmap_25.docx,14400,1.0,1.633,1.4428,-0.3875,False,0.0,0.0,0.0,False,25,0.25,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15560,2026-04-19 07:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,board_minutes_68.pdf,18000,3.0,1.443,1.91,1.0793,False,0.0354,0.0464,0.0436,False,87,0.9648,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15563,2026-04-19 10:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,sprint_notes_51.csv,10800,3.0,1.91,2.237,0.5707,False,0.0,0.0,0.0,False,46,0.46,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15564,2026-04-19 11:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,onboarding_guide_51.pdf,3600,2.0,2.237,2.1659,-0.1059,False,0.0,0.0,0.0,False,32,0.32,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15565,2026-04-19 12:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,customer_list_09.pdf,3600,3.0,2.166,2.4161,0.3851,False,0.0,0.2034,0.1526,False,58,0.8013,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15566,2026-04-19 13:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,board_minutes_84.pdf,3600,1.0,2.416,1.9913,-0.5861,False,0.0,0.0204,0.0153,False,100,1.0382,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15567,2026-04-19 14:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,sprint_notes_32.xlsx,3600,7.0,1.991,3.4939,2.5153,True,0.0,0.0,0.0,False,18,0.18,SAFE,BLOCK,PERMIT,False,False,True
ANOM-15568,2026-04-19 15:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,customer_list_64.csv,3600,2.0,3.494,3.0457,-0.4276,False,0.0022,0.0,0.0005,False,63,0.6308,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15569,2026-04-19 16:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,team_sync_19.png,3600,5.0,3.046,3.632,0.6416,False,0.194,0.0,0.0485,False,30,0.3364,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15570,2026-04-19 17:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,press_release_45.csv,3600,3.0,3.632,3.4424,-0.174,False,0.1046,0.0413,0.0571,False,11,0.1257,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15571,2026-04-19 18:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,financials_q_28.csv,3600,1.0,3.442,2.7097,-0.7095,False,0.2372,0.0,0.0593,False,61,0.7004,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15575,2026-04-19 22:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,roadmap_75.pdf,14400,2.0,2.71,2.4968,-0.2619,False,0.0,0.0,0.0,False,33,0.33,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15577,2026-04-20 00:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,customer_list_54.csv,7200,2.0,2.497,2.3477,-0.199,False,0.0,0.0076,0.0057,False,69,0.6998,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15578,2026-04-20 01:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,customer_list_56.docx,3600,1.0,2.348,1.9434,-0.5741,False,0.0544,0.4198,0.3285,False,62,1.1292,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15580,2026-04-20 03:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,salary_band_93.png,7200,1.0,1.943,1.6604,-0.4854,False,0.0,0.0,0.0,False,63,0.63,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15581,2026-04-20 04:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,board_minutes_06.xlsx,3600,1.0,1.66,1.4623,-0.3977,False,0.0307,0.0,0.0077,False,90,0.9173,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15584,2026-04-20 07:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,team_sync_44.xlsx,10800,4.0,1.462,2.2236,1.7355,False,0.0,0.0,0.0,False,37,0.37,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15585,2026-04-20 08:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,salary_band_63.xlsx,3600,22.0,2.224,8.1565,8.8939,True,0.1486,0.0898,0.1045,False,57,0.7189,SAFE,BLOCK,PERMIT,False,False,True
ANOM-15586,2026-04-20 09:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,onboarding_guide_80.csv,3600,19.0,8.157,11.4096,1.3294,False,0.0971,0.0,0.0243,False,12,0.1273,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15587,2026-04-20 10:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,vendor_contract_20.png,3600,39.0,11.41,19.6867,2.4182,False,0.0,0.0321,0.0241,False,60,0.6362,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15588,2026-04-20 11:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,vendor_contract_61.docx,3600,21.0,19.687,20.0807,0.0667,False,0.0,0.015,0.0113,False,64,0.6581,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15589,2026-04-20 12:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,sprint_notes_14.xlsx,3600,25.0,20.081,21.5565,0.245,False,0.0,0.0,0.0,False,33,0.33,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15590,2026-04-20 13:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,audit_report_83.docx,3600,22.0,21.556,21.6895,0.0206,False,0.0595,0.2117,0.1737,False,82,1.1761,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15591,2026-04-20 14:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,onboarding_guide_21.xlsx,3600,13.0,21.69,19.0827,-0.4006,False,0.0228,0.2293,0.1777,False,32,0.4622,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15592,2026-04-20 15:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,runbook_43.pdf,3600,35.0,19.083,23.8579,0.8341,False,0.053,0.0,0.0132,False,30,0.3099,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15593,2026-04-20 16:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,merger_memo_08.csv,3600,11.0,23.858,20.0005,-0.5389,False,0.0957,0.024,0.0419,False,89,0.9832,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15594,2026-04-20 17:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,customer_list_04.png,3600,45.0,20.001,27.5004,1.2499,False,0.0221,0.0621,0.0521,False,52,0.5877,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15595,2026-04-20 18:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,runbook_44.docx,3600,11.0,27.5,22.5503,-0.6,False,0.0,0.0,0.0,False,32,0.32,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15596,2026-04-20 19:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,pentest_findings_46.docx,3600,2.0,22.55,16.3852,-0.9113,False,0.0,0.0,0.0,False,77,0.77,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15597,2026-04-20 20:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,merger_memo_30.pdf,3600,3.0,16.385,12.3696,-0.8169,False,0.0008,0.1085,0.0816,False,85,1.0234,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15598,2026-04-20 21:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,press_release_67.png,3600,2.0,12.37,9.2587,-0.8383,False,0.0,0.0,0.0,False,9,0.09,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15599,2026-04-20 22:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,financials_q_55.png,3600,2.0,9.259,7.0811,-0.784,False,0.0,0.0,0.0,False,61,0.61,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15604,2026-04-21 03:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,vendor_contract_62.docx,18000,2.0,7.081,5.5568,-0.7176,False,0.0535,0.0,0.0134,False,69,0.7131,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15605,2026-04-21 04:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,vendor_contract_70.xlsx,3600,1.0,5.557,4.1897,-0.82,False,0.0137,0.0417,0.0347,False,68,0.739,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15606,2026-04-21 05:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,salary_band_13.csv,3600,1.0,4.19,3.2328,-0.7613,False,0.0,0.0,0.0,False,71,0.71,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15608,2026-04-21 07:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,onboarding_guide_32.docx,7200,6.0,3.233,4.063,0.856,False,0.0,0.0,0.0,False,32,0.32,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15609,2026-04-21 08:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,pentest_findings_38.xlsx,3600,7.0,4.063,4.9441,0.7229,False,0.0466,0.1953,0.1581,False,85,1.186,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15610,2026-04-21 09:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,salary_band_04.xlsx,3600,19.0,4.944,9.1609,2.843,True,0.0705,0.0,0.0176,False,58,0.6055,SAFE,BLOCK,PERMIT,False,False,True
ANOM-15611,2026-04-21 10:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,board_minutes_61.csv,3600,22.0,9.161,13.0126,1.4015,False,0.1665,0.1277,0.1374,False,89,1.1957,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15612,2026-04-21 11:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,roadmap_14.pdf,3600,22.0,13.013,15.7088,0.6907,False,0.0207,0.0,0.0052,False,19,0.1925,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15613,2026-04-21 12:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,pentest_findings_81.xlsx,3600,35.0,15.709,21.4962,1.228,False,0.0,0.059,0.0442,False,79,0.8773,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15614,2026-04-21 13:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,roadmap_51.csv,3600,13.0,21.496,18.9473,-0.3952,False,0.0,0.0,0.0,False,13,0.13,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15615,2026-04-21 14:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,onboarding_guide_10.csv,3600,24.0,18.947,20.4631,0.2667,False,0.0,0.0,0.0,False,40,0.4,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15616,2026-04-21 15:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,onboarding_guide_67.xlsx,3600,30.0,20.463,23.3242,0.4661,False,0.0,0.0,0.0,False,21,0.21,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15617,2026-04-21 16:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,team_sync_42.xlsx,3600,15.0,23.324,20.8269,-0.3569,False,0.013,0.0,0.0033,False,23,0.2319,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15618,2026-04-21 17:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,salary_band_07.xlsx,3600,27.0,20.827,22.6789,0.2964,False,0.0664,0.241,0.1974,False,68,1.0156,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15619,2026-04-21 18:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,vendor_contract_87.pdf,3600,11.0,22.679,19.1752,-0.515,False,0.0732,0.2434,0.2009,False,58,0.8713,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15620,2026-04-21 19:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,board_minutes_58.xlsx,3600,7.0,19.175,15.5226,-0.6349,False,0.0717,0.009,0.0247,False,75,0.7963,SAFE,PERMIT,PERMIT,False,True,True
ANOM-15621,2026-04-21 20:00:00,USR031,Rebecca Henderson,Finance,Microsoft OneDrive,pentest_findings_27.pdf,3600,3.0,15.523,11.7658,-0.8067,False,0.1128,0.0424,0.06,False,79,0.9085,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16059,2026-04-19 02:00:00,USR032,James Ferrell,Legal,Google Drive,customer_list_13.png,28800,1.0,1.494,1.3455,-0.3305,False,0.1669,0.2344,0.2175,False,59,0.9108,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16061,2026-04-19 04:00:00,USR032,James Ferrell,Legal,Google Drive,board_minutes_57.xlsx,7200,1.0,1.346,1.2419,-0.2568,False,0.0115,0.1595,0.1225,False,78,1.0189,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16067,2026-04-19 10:00:00,USR032,James Ferrell,Legal,Google Drive,audit_report_41.png,21600,1.0,1.242,1.1693,-0.1948,False,0.0,0.0,0.0,False,78,0.78,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16068,2026-04-19 11:00:00,USR032,James Ferrell,Legal,Google Drive,salary_band_78.docx,3600,1.0,1.169,1.1185,-0.1448,False,0.0,0.0,0.0,False,55,0.55,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16069,2026-04-19 12:00:00,USR032,James Ferrell,Legal,Google Drive,customer_list_52.pdf,3600,1.0,1.119,1.083,-0.106,False,0.0,0.0,0.0,False,72,0.72,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16072,2026-04-19 15:00:00,USR032,James Ferrell,Legal,Google Drive,sprint_notes_62.png,10800,1.0,1.083,1.0581,-0.0766,False,0.0039,0.0,0.001,False,32,0.3208,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16074,2026-04-19 17:00:00,USR032,James Ferrell,Legal,Google Drive,pentest_findings_47.docx,7200,3.0,1.058,1.6406,1.8353,False,0.0,0.0154,0.0115,False,80,0.823,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16075,2026-04-19 18:00:00,USR032,James Ferrell,Legal,Google Drive,board_minutes_10.docx,3600,2.0,1.641,1.7485,0.219,False,0.0223,0.031,0.0288,False,93,0.997,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16077,2026-04-19 20:00:00,USR032,James Ferrell,Legal,Google Drive,pentest_findings_59.png,7200,1.0,1.748,1.5239,-0.4281,False,0.0,0.0,0.0,False,93,0.93,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16080,2026-04-19 23:00:00,USR032,James Ferrell,Legal,Google Drive,salary_band_20.xlsx,10800,1.0,1.524,1.3667,-0.3438,False,0.0,0.0536,0.0402,False,54,0.5943,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16088,2026-04-20 07:00:00,USR032,James Ferrell,Legal,Google Drive,vendor_contract_58.pdf,28800,4.0,1.367,2.1567,1.9267,False,0.0,0.0,0.0,False,56,0.56,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16089,2026-04-20 08:00:00,USR032,James Ferrell,Legal,Google Drive,team_sync_17.png,3600,1.0,2.157,1.8097,-0.5363,False,0.1146,0.0,0.0287,False,31,0.3322,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16090,2026-04-20 09:00:00,USR032,James Ferrell,Legal,Google Drive,onboarding_guide_34.xlsx,3600,2.0,1.81,1.8668,0.1052,False,0.1795,0.0,0.0449,False,26,0.2892,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16091,2026-04-20 10:00:00,USR032,James Ferrell,Legal,Google Drive,team_sync_18.docx,3600,2.0,1.867,1.9068,0.0714,False,0.1906,0.0,0.0477,False,31,0.347,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16092,2026-04-20 11:00:00,USR032,James Ferrell,Legal,Google Drive,board_minutes_59.xlsx,3600,7.0,1.907,3.4347,2.6712,True,0.074,0.0912,0.0869,False,70,0.8521,SAFE,BLOCK,PERMIT,False,False,True
ANOM-16093,2026-04-20 12:00:00,USR032,James Ferrell,Legal,Google Drive,customer_list_06.docx,3600,6.0,3.435,4.2043,0.7469,False,0.0321,0.0,0.008,False,75,0.765,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16094,2026-04-20 13:00:00,USR032,James Ferrell,Legal,Google Drive,audit_report_35.pdf,3600,10.0,4.204,5.943,1.3785,False,0.195,0.5379,0.4522,False,82,1.747,SENSITIVE,PERMIT,ALERT,False,True,True
ANOM-16095,2026-04-20 14:00:00,USR032,James Ferrell,Legal,Google Drive,salary_band_92.xlsx,3600,10.0,5.943,7.1601,0.6826,False,0.0,0.0,0.0,False,57,0.57,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16096,2026-04-20 15:00:00,USR032,James Ferrell,Legal,Google Drive,financials_q_21.docx,3600,7.0,7.16,7.1121,-0.0224,False,0.0,0.0,0.0,False,67,0.67,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16097,2026-04-20 16:00:00,USR032,James Ferrell,Legal,Google Drive,financials_q_74.docx,3600,8.0,7.112,7.3785,0.1248,False,0.0,0.1222,0.0917,False,50,0.6146,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16098,2026-04-20 17:00:00,USR032,James Ferrell,Legal,Google Drive,vendor_contract_11.csv,3600,14.0,7.378,9.3649,0.8974,False,0.0,0.0622,0.0466,False,51,0.5694,SAFE,PERMIT,PERMIT,True,False,False
ANOM-16099,2026-04-20 18:00:00,USR032,James Ferrell,Legal,Google Drive,salary_band_20.docx,3600,5.0,9.365,8.0554,-0.4661,False,0.0,0.0,0.0,False,70,0.7,SAFE,PERMIT,PERMIT,True,False,False
ANOM-16100,2026-04-20 19:00:00,USR032,James Ferrell,Legal,Google Drive,salary_band_29.docx,3600,8.0,8.055,8.0388,-0.0069,False,0.0,0.0,0.0,False,72,0.72,SAFE,PERMIT,PERMIT,True,False,False
ANOM-16102,2026-04-20 21:00:00,USR032,James Ferrell,Legal,Google Drive,financials_q_17.docx,7200,1.0,8.039,5.9272,-0.8756,False,0.0,0.0563,0.0422,False,65,0.7186,SAFE,PERMIT,PERMIT,True,False,False
ANOM-16104,2026-04-20 23:00:00,USR032,James Ferrell,Legal,Google Drive,audit_report_80.docx,7200,1.0,5.927,4.449,-0.8313,False,0.0,0.1088,0.0816,False,72,0.8669,SAFE,PERMIT,PERMIT,True,False,False
ANOM-16112,2026-04-21 07:00:00,USR032,James Ferrell,Legal,Google Drive,merger_memo_25.xlsx,28800,7.0,4.449,5.2143,0.5734,False,0.1511,0.2273,0.2082,False,93,1.4141,SENSITIVE,PERMIT,ALERT,True,False,False
ANOM-16113,2026-04-21 08:00:00,USR032,James Ferrell,Legal,Google Drive,audit_report_69.xlsx,3600,9.0,5.214,6.35,0.726,False,0.3097,0.2788,0.2865,False,78,1.3387,SENSITIVE,PERMIT,ALERT,True,False,False
ANOM-16114,2026-04-21 09:00:00,USR032,James Ferrell,Legal,Google Drive,financials_q_01.png,3600,7.0,6.35,6.545,0.1024,False,0.0942,0.1374,0.1266,False,66,0.8689,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16115,2026-04-21 10:00:00,USR032,James Ferrell,Legal,Google Drive,salary_band_91.docx,3600,3.0,6.545,5.4815,-0.5416,False,0.0171,0.0,0.0043,False,57,0.5761,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16116,2026-04-21 11:00:00,USR032,James Ferrell,Legal,Google Drive,board_minutes_03.pdf,3600,8.0,5.482,6.2371,0.4595,False,0.0,0.1783,0.1337,False,84,1.1208,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16117,2026-04-21 12:00:00,USR032,James Ferrell,Legal,Google Drive,pentest_findings_28.xlsx,3600,16.0,6.237,9.1659,1.5653,False,0.0,0.2723,0.2042,False,80,1.2084,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16118,2026-04-21 13:00:00,USR032,James Ferrell,Legal,Google Drive,audit_report_59.png,3600,3.0,9.166,7.3162,-0.6727,False,0.0,0.0,0.0,False,91,0.91,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16119,2026-04-21 14:00:00,USR032,James Ferrell,Legal,Google Drive,runbook_45.png,3600,3.0,7.316,6.0213,-0.5899,False,0.0,0.0,0.0,False,28,0.28,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16120,2026-04-21 15:00:00,USR032,James Ferrell,Legal,Google Drive,salary_band_94.docx,3600,9.0,6.021,6.9149,0.4947,False,0.0,0.0,0.0,False,54,0.54,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16121,2026-04-21 16:00:00,USR032,James Ferrell,Legal,Google Drive,audit_report_81.pdf,3600,21.0,6.915,11.1404,2.0369,False,0.0,0.3388,0.2541,False,73,1.1937,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16122,2026-04-21 17:00:00,USR032,James Ferrell,Legal,Google Drive,board_minutes_06.xlsx,3600,7.0,11.14,9.8983,-0.3717,False,0.0,0.1344,0.1008,False,70,0.8764,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16123,2026-04-21 18:00:00,USR032,James Ferrell,Legal,Google Drive,board_minutes_55.xlsx,3600,5.0,9.898,8.4288,-0.4949,False,0.0,0.0802,0.0602,False,83,0.9549,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16124,2026-04-21 19:00:00,USR032,James Ferrell,Legal,Google Drive,financials_q_38.docx,3600,2.0,8.429,6.5002,-0.7627,False,0.0,0.5104,0.3828,False,62,1.2133,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16125,2026-04-21 20:00:00,USR032,James Ferrell,Legal,Google Drive,press_release_96.pdf,3600,2.0,6.5,5.1501,-0.6923,False,0.0,0.0015,0.0011,False,4,0.0401,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16128,2026-04-21 23:00:00,USR032,James Ferrell,Legal,Google Drive,pentest_findings_85.pdf,10800,1.0,5.15,3.9051,-0.8058,False,0.038,0.0359,0.0364,False,83,0.9055,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16558,2026-04-18 21:00:00,USR033,Tricia Valencia,HR,Google Drive,sprint_notes_71.pdf,7200,2.0,2.314,2.2195,-0.1355,False,0.0535,0.0093,0.0204,False,31,0.3258,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16560,2026-04-18 23:00:00,USR033,Tricia Valencia,HR,Google Drive,roadmap_61.png,7200,1.0,2.22,1.8537,-0.5495,False,0.0,0.0,0.0,False,37,0.37,SAFE,PERMIT,PERMIT,False,True,True
ANOM-16562,2026-04-19 01:00:00,USR033,Tricia Valencia,HR,Google Drive,board_minutes_40.docx,7200,1.0,1.854,1.5976,-0.4605,False,0.0077,0.2952,0.2233,False,81,1.2622,SENSITIVE,PERMIT,ALERT,False,True,True
